stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
DPHARMA,DUOPHARMA BIOTECH BERHAD,7148,PHARMACEUTICALS,HEALTH CARE,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
DPIH,DPI HOLDINGS BERHAD,0205,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
DPS,DPS RESOURCES BHD,7198,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
DRBHCOM,DRB-HICOM BHD,1619,AUTOMOTIVE,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
DSONIC,DATASONIC GROUP BERHAD,5216,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
DSR,DSR TAIKO BERHAD,03055,PLANTATION,PLANTATION,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
DSS,DS SIGMA HOLDINGS BERHAD,0269,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
DUFU,DUFU TECHNOLOGY CORP. BHD,7233,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
DUTALND,DUTALAND BHD,3948,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DXN,DXN HOLDINGS BHD.,5318,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DYNAFNT,DYNAFRONT HOLDINGS BERHAD,03046,SOFTWARE,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
DYNAMIC,TOTAL DYNAMIC HOLDINGS BERHAD,03058,SOFTWARE,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
E&O,EASTERN & ORIENTAL BHD,3417,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
E&O-LC,,3417LC,PROPERTY,PROPERTY,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
E&O-LR,EASTERN & ORIENTAL BERHAD - LOAN RIGHTS,3417LR,PROPERTY,PROPERTY,Bonds/Loans,<span class='up fw-bold'>+0.01</span>,Bursa
EAH,EA HOLDINGS BERHAD,0154,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
EASTLND-OR,EASTLAND EQUITY BHD - ORDINARY RIGHTS,2097OR,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EATECH,E.A.TECHNIQUE (M) BERHAD,5259,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ECA,ECA INTEGRATED SOLUTION BERHAD,0267,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.05</span>,Bursa
ECM,ECM LIBRA GROUP BERHAD,2143,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ECOFIRS,ECOFIRST CONSOLIDATED BHD,3557,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
ECOHLDS,ECOBUILT HOLDINGS BERHAD,0059,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
ECOMATE,ECOMATE HOLDINGS BERHAD,0239,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
ECONBHD,ECONPILE HOLDINGS BHD,5253,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,8206,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
EDARAN,EDARAN BHD,5036,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EDELTEQ,EDELTEQ HOLDINGS BERHAD,0278,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
EDEN,EDEN INC. BHD,7471,ELECTRICITY,UTILITIES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EDGENTA,UEM EDGENTA BERHAD,1368,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EDUSPEC,EDUSPEC HOLDINGS BERHAD,0107,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
EFFICEN,EFFICIENT E-SOLUTIONS BHD,0064,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
EFORCE,EXCEL FORCE MSC BHD,0065,SOFTWARE,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EFRAME,ECONFRAME BERHAD,0227,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
EG,EG INDUSTRIES BHD,8907,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
EG-PA,,8907PA,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EIB,ECOSCIENCE INTERNATIONAL BERHAD,0255,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.04</span>,Bursa
EIG,ESTHETICS INTERNATIONAL GROUP,5081,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EITA,EITA RESOURCES BERHAD,5208,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
EKOVEST,EKOVEST BHD,8877,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
EKSONS,EKSONS CORPORATION BHD,9016,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ELKDESA,ELK-DESA RESOURCES BERHAD,5228,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ELKDESA-LA,,5228LA,OTHER FINANCIALS,FINANCIAL SERVICES,Bonds/Loans,<span class='down fw-bold'>-0.01</span>,Bursa
ELRIDGE,ELRIDGE ENERGY HOLDINGS BERHAD,0318,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
ELSOFT,ELSOFT RESEARCH BHD,0090,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
EMCC,EVERGREEN MAX CASH CAPITAL BERHAD,0286,OTHER FINANCIALS,FINANCIAL SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
EMETALL,EONMETALL GROUP BHD,7217,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
EMICO,EMICO HOLDINGS BHD,9091,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ENCORP,ENCORP BHD,6076,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
ENERGY,BM ENERGY,0061I,,,,<span class='up fw-bold'></span>,Bursa
ENEST,ENEST GROUP BERHAD,03025,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
ENGKAH,ENG KAH CORPORATION BHD,7149,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ENGTEX,ENGTEX GROUP BHD,5056,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
ENRA,ENRA GROUP BERHAD,8613,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EPB,EPB GROUP BERHAD,0317,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.015</span>,Bursa
EPICON,EPICON BERHAD,4847,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EPMB,EP MANUFACTURING BHD,7773,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
EQ8MID,EQ8 MSCI MALAYSIA ISLAMIC DIVIDEND ETF,0824EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>+0.01</span>,Bursa
EQ8MY25,EQ8 DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25 ETF,0821EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
EQ8SID,EQ8 MSCI SEA ISLAMIC DIVIDEND ETF,0825EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>+0.006</span>,Bursa
EQ8US50,EQ8 DOW JONES US TITANS 50 ETF,0827EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
ESAFE,EVERSAFE RUBBER BERHAD,0190,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
ESCERAM,ES CERAMICS TECHNOLOGY BHD,0100,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
ETH,EQUITIESTRACKER HOLDINGS BERHAD,03021,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
EUPE,EUPE CORPORATION BHD,6815,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EURO,EURO HOLDINGS BHD,7208,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
EUROSP,EUROSPAN HOLDINGS BHD,7094,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EVD,EVD BERHAD,0174,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
EVD-PA,,0174PA,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
EVERGRN,EVERGREEN FIBREBOARD BHD,5101,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
EWINT,ECO WORLD INTERNATIONAL BERHAD,5283,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
F&N,FRASER & NEAVE HOLDINGS BHD,3689,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.72</span>,Bursa
FACBIND,FACB INDUSTRIES INCORPORATED,2984,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FAJAR,FAJARBARU BUILDER GRP BHD,7047,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
FAJAR-OR,FAJARBARU BUILDER GROUP BHD - ORDINARY RIGHTS,7047OR,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.015</span>,Bursa
FANG-1XI,,0831EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
FANG-2XL,,0830EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
FAREAST,FAR EAST HOLDINGS BHD,5029,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FARLIM,FARLIM GROUP (M) BHD,6041,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FAST,FAST ENERGY HOLDINGS BERHAD,0084,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
FAVCO,FAVELLE FAVCO BHD,7229,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FBBHD,FIBROMAT (M) BERHAD,03026,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
FBMKLCI-CI4,,0650I4,,,,<span class='up fw-bold'>0.00</span>,Bursa
FBMKLCI-EA,FTSE BURSA MALAYSIA KLCI ETF,0820EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='down fw-bold'>-0.01</span>,Bursa
FBMKLCI-HMT,,0650MT,,,,<span class='up fw-bold'>0.00</span>,Bursa
FCW,FCW HOLDINGS BHD,2755,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FEYTECH,FEYTECH HOLDINGS BERHAD,5322,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FFB,FARM FRESH BERHAD,5306,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
FGV,FGV HOLDINGS BERHAD,5222,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
FIAMMA,FIAMMA HOLDINGS BHD,6939,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
FIBON,FIBON BERHAD,0149,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,8605,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FIHB-PA,,8605PA,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FIHB-PB,,8605PB,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FIMACOR,FIMA CORPORATION BHD,3107,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FINTEC,FINTEC GLOBAL BERHAD,0150,OTHER FINANCIALS,FINANCIAL SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
FINTEC-PA,,0150PA,OTHER FINANCIALS,FINANCIAL SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
FITTERS,FITTERS DIVERSIFIED BHD,9318,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FITTERS-OR,FITTERS DIVERSIFIED BERHAD - ORDINARY RIGHTS,9318OR,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FLBHD,FOCUS LUMBER BERHAD,5197,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FLEXI,FLEXIDYNAMIC HOLDINGS BERHAD,0231,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
FM,FM GLOBAL LOGISTICS HOLDINGS BERHAD,7210,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
FOCUS,FOCUS DYNAMICS GROUP BERHAD,0116,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
FOCUS-PA,,0116PA,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
FOCUSP,FOCUS POINT HOLDINGS BERHAD,0157,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
FPGROUP,FOUNDPAC GROUP BERHAD,5277,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
FPHB,FARM PRICE HOLDINGS BERHAD,0304,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
FPI,FORMOSA PROSONIC INDUSTRIES,9172,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
FRONTKN,FRONTKEN CORPORATION BHD,0128,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.11</span>,Bursa
FSBM,FSBM HOLDINGS BHD,9377,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
G3,G3 GLOBAL BERHAD,7184,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GADANG,GADANG HOLDINGS BHD,9261,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
GAMUDA,GAMUDA BHD,5398,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.09</span>,Bursa
GASMSIA,GAS MALAYSIA BERHAD,5209,"GAS, WATER & MULTI-UTILITIES",UTILITIES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
GBAY,GREATER BAY HOLDINGS BERHAD,9148,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GBGAQRS,GABUNGAN AQRS BERHAD,5226,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GCAP,G CAPITAL BERHAD,7676,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
GCB,GUAN CHONG BHD,5102,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GCE,GRAND CENTRAL ENTERPRISES BHD,5592,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GDB,GDB HOLDINGS BERHAD,0198,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GDEX,GDEX BERHAD,0078,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
GENETEC,GENETEC TECHNOLOGY BERHAD,0104,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.145</span>,Bursa
GENM,GENTING MALAYSIA BERHAD,4715,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GENP,GENTING PLANTATIONS BERHAD,2291,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GENTING,GENTING BHD,3182,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GESHEN,GE-SHEN CORPORATION BHD,7197,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
GFM,GFM SERVICES BERHAD,0039,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GHLSYS,GHL SYSTEMS BHD,0021,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GIIB,GIIB HOLDINGS BERHAD,7192,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
GKENT,GEORGE KENT (M) BHD,3204,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
GLBHD,GOLDEN LAND BERHAD,7382,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
GLOMAC,GLOMAC BHD,5020,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
GLOTEC,GLOBALTEC FORMATION BERHAD,5220,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
GLXT,GLOSTREXT BERHAD,0284,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
GMUTUAL,GROMUTUAL BHD,9962,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GOB,GLOBAL ORIENTAL BERHAD,1147,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
GOCEAN,GREEN OCEAN CORPORATION BERHAD,0074,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
GOHUB,GO HUB CAPITAL BERHAD,0311,SOFTWARE,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.045</span>,Bursa
GOINNO,GO INNOVATE ASIA BERHAD,03028,METALS,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
GOLDETF,TRADEPLUS SHARIAH GOLD TRACKER,0828EA,COMMODITY FUND,EXCHANGE TRADED FUND-COMMODITY,Exchange Traded Fund,<span class='up fw-bold'>+0.02</span>,Bursa
GOPENG,GOPENG BHD,2135,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GPACKET,GREEN PACKET BHD,0082,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
GPHAROS,GOLDEN PHAROS BHD,5649,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GPP,GPP RESOURCES BERHAD,03029,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
GREATEC,GREATECH TECHNOLOGY BERHAD,0208,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
GREENYB,GREENYIELD BHD,0136,AGRICULTURAL PRODUCTS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
GTRONIC,GLOBETRONICS TECHNOLOGY BHD,7022,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
GUH,GUH HOLDINGS BHD,3247,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
GUOCO,GUOCOLAND (MALAYSIA) BHD,1503,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HAILY,HAILY GROUP BERHAD,0237,CONSTRUCTION,CONSTRUCTION,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
HANDAL,HANDAL ENERGY BERHAD,7253,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HAPSENG,HAP SENG CONSOLIDATED BHD,3034,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HARBOUR,HARBOUR-LINK GROUP BHD,2062,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HARISON,HARRISONS HOLDINGS (M) BHD,5008,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HARNLEN,HARN LEN CORPORATION BHD,7501,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
HARTA,HARTALEGA HOLDINGS BHD,5168,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Main Market,<span class='down fw-bold'>-0.08</span>,Bursa
HAWK,STEEL HAWK BERHAD,0320,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
HBGLOB,HB GLOBAL LIMITED,5187,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HCK,HCK CAPITAL GROUP BERHAD,7105,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HEGROUP,HE GROUP BERHAD,0296,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
HEIM,HEINEKEN MALAYSIA BERHAD,3255,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.12</span>,Bursa
HEKTAR,HEKTAR REITS,5121,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,4324,OIL & GAS PRODUCERS,ENERGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
