stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
KSSC,K. SENG SENG CORPORATION BHD,5192,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.025</span>,Bursa
KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,0180,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
KTI,KTI LANDMARK BERHAD,0308,PROPERTY,PROPERTY,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
KUAISHO-C18,,058718,,,,<span class='up fw-bold'>+0.005</span>,Bursa
KUB,KUB MALAYSIA BHD,6874,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
KUCHAI,KUCHAI DEVELOPMENT BHD,2186,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KUCINGKO,KUCINGKO BERHAD,0315,MEDIA,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
KYM,KYM HOLDINGS BHD,8362,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
L&G,LAND & GENERAL BHD,3174,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
L&PBHD,L&P GLOBAL BERHAD,0268,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LAGENDA,LAGENDA PROPERTIES BERHAD,7179,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
LAMBO,LAMBO GROUP BERHAD,0018,SOFTWARE,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.015</span>,Bursa
LANDMRK,LANDMARKS BHD,1643,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
LAYHONG,LAY HONG BHD,9385,AGRICULTURAL PRODUCTS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LBALUM,LB ALUMINIUM BHD,9326,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LBICAP,LBI CAPITAL BHD,8494,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LBS,LBS BINA GROUP BHD,5789,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
LBS-PA,LBS BINA GROUP BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES,5789PA,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
LCTITAN,LOTTE CHEMICAL TITAN HOLDING BERHAD,5284,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
LEBTECH,LEBTECH BERHAD,9628,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LEESK,LEE SWEE KIAT GROUP BHD,8079,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
LEFORM,LEFORM BERHAD,0266,METALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
LEONFB,LEON FUAT BERHAD,5232,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LFECORP,LFE CORPORATION BHD,7170,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LGMS,LGMS BERHAD,0249,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
LHI,LEONG HUP INTERNATIONAL BERHAD,6633,AGRICULTURAL PRODUCTS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.025</span>,Bursa
LIENHOE,LIEN HOE CORPORATION BHD,3573,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
LIIHEN,LII HEN INDUSTRIES BHD,7089,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
LIONIND,LION INDUSTRIES CORPORATION,4235,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
LIONPSIM,LION POSIM BERHAD,8486,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LITRAK,LINGKARAN TRANS KOTA HOLDINGS,6645,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LKL,LKL INTERNATIONAL BERHAD,0182,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
LOTUS,LOTUS KFM BERHAD,8303,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
LPI,LPI CAPITAL BHD,8621,INSURANCE,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
LSH,LIM SEONG HAI CAPITAL BERHAD,03047,CONSTRUCTION,CONSTRUCTION,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
LSTEEL,LEADER STEEL HOLDINGS BHD,9881,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LTKM,LTKM BHD,7085,AGRICULTURAL PRODUCTS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
LUSTER,LUSTER INDUSTRIES BHD,5068,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
LUXCHEM,LUXCHEM CORPORATION BHD,5143,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
LYC,LYC HEALTHCARE BERHAD,0075,HEALTH CARE PROVIDERS,HEALTH CARE,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
LYSAGHT,LYSAGHT GALVANIZED STEEL BHD,9199,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
M&A,M & A EQUITY HOLDINGS BERHAD,7082,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
M&G,MARINE & GENERAL BERHAD,5078,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MAA,MAA GROUP BERHAD,1198,INSURANCE,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
MAG,MAG HOLDINGS BERHAD,0095,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
MAGMA,MAGMA GROUP BERHAD,7243,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MAGNA,MAGNA PRIMA BHD,7617,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MAGNI,MAGNI-TECH INDUSTRIES BHD,7087,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MAGNUM,MAGNUM BERHAD,3859,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MAHSING,MAH SING GROUP BHD,8583,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
MALAKOF,MALAKOFF CORPORATION BERHAD,5264,ELECTRICITY,UTILITIES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
MALPAC,MALPAC HOLDINGS BHD,4936,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MALTON,MALTON BHD,6181,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MANULFE,MANULIFE HOLDINGS BERHAD,1058,INSURANCE,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>+0.03</span>,Bursa
MARCO,MARCO HOLDINGS BHD,3514,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MASTEEL,MALAYSIA STEEL WORKS (KL)BHD,5098,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MASTEEL-OR,MALAYSIA STEEL WORKS (KL) BHD - ORDINARY RIGHTS,5098OR,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MASTER,MASTER-PACK GROUP BERHAD,7029,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MATANG,MATANG BERHAD,0189,PLANTATION,PLANTATION,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
MATRIX,MATRIX CONCEPTS HOLDINGS BHD,5236,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MAXIM,MAXIM GLOBAL BERHAD,4022,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MAXIS,MAXIS BERHAD,6012,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
MAXLAND,MAXLAND BERHAD,7123,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MAYBANK,MALAYAN BANKING BHD,1155,BANKING,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.16</span>,Bursa
MAYBULK,MAYBULK BERHAD,5077,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MAYU,MAYU GLOBAL GROUP BERHAD,7099,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MBL,MUAR BAN LEE GROUP BERHAD,5152,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MBMR,MBM RESOURCES BHD,5983,AUTOMOTIVE,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
MBN,MYMBN BERHAD,0280,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
MBRIGHT,META BRIGHT GROUP BERHAD,2097,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MBSB,MBSB BERHAD,1171,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
MCEHLDG,MCE HOLDINGS BERHAD,7004,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
MCEMENT,MALAYAN CEMENT BERHAD,3794,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
MCLEAN,MCLEAN TECHNOLOGIES BERHAD,0167,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
MCOM,MCOM HOLDINGS BERHAD,03022,DIGITAL SERVICES,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
MEDIA,MEDIA PRIMA BHD,4502,MEDIA,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MEDIAC,MEDIA CHINESE INTERNATIONAL LIMITED,5090,MEDIA,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MEITUAN-C24,,058324,,,,<span class='up fw-bold'>0.00</span>,Bursa
MELATI,MELATI EHSAN HOLDINGS BHD,5129,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MELEWAR,MELEWAR INDUSTRIAL GROUP BHD,3778,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MENANG,MENANG CORPORATION (M) BHD,1694,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MENTIGA,MENTIGA CORPORATION BHD,5223,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MERCURY,MERCURY INDUSTRIES BHD,8192,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MERIDIAN,MERIDIAN BERHAD,5040,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MERSEC,MERCURY SECURITIES GROUP BERHAD,0285,OTHER FINANCIALS,FINANCIAL SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
MESB,MESB BHD,7234,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
MESTRON,MESTRON HOLDINGS BERHAD,0207,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.015</span>,Bursa
METROD,METROD HOLDINGS BERHAD,6149,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
MFCB,MEGA FIRST CORPORATION BHD,3069,ELECTRICITY,UTILITIES,Main Market,<span class='down fw-bold'>-0.06</span>,Bursa
MFGROUP,MANFORCE GROUP BERHAD,03015,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
MFLOUR,MALAYAN FLOUR MILLS BHD,3662,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MFLOUR-LA,,3662LA,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
MGB,MGB BERHAD,7595,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MGRC,MSIAN GENOMICS RES CENTRE BHD,0155,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MHB,MALAYSIA MARINE AND HEAVY ENG,5186,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MHC,MHC PLANTATIONS BHD,5026,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MHCARE,METRO HEALTHCARE BERHAD,03005,HEALTH CARE PROVIDERS,HEALTH CARE,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
MI,MI TECHNOVATION BERHAD,5286,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
MICROLN,MICROLINK SOLUTIONS BHD,0126,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MIECO,MIECO CHIPBOARD BHD,5001,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.05</span>,Bursa
MIKROMB,MIKRO MSC BERHAD,0112,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
MILUX,MILUX CORPORATION BHD,7935,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
MINETEC-PR,MINETECH RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES (ICPS) RIGHTS,7219PR,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MINHO,MINHO (M) BHD,5576,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MINOX,MINOX INTERNATIONAL GROUP BERHAD,0288,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MISC,MISC BHD,3816,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MITRA,MITRAJAYA HOLDINGS BHD,9571,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
MJPERAK,MAJUPERAK HOLDINGS BHD,8141,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MKH,MKH BERHAD,6114,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MKHOP,MKH OIL PALM (EAST KALIMANTAN) BERHAD,5319,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MKLAND,MK LAND HOLDINGS BHD,8893,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MLAB,MLABS SYSTEMS BHD,0085,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
MLAB-R1,MLABS SYSTEMS BERHAD - ORDINARY RIGHTS,0085R1,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MMAG,MMAG HOLDINGS BERHAD,0034,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
MMAG-PA,,0034PA,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MMCCORP,MMC CORPORATION BHD,2194,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MMIS,MMIS BERHAD,03027,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
MMM,MMM GROUP BERHAD,0159,MEDIA,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MMSV,MMS VENTURES BHD,0113,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MNC,M N C WIRELESS BERHAD,0103,TELECOMMUNICATIONS EQUIPMENT,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MNC-PA,,0103PA,TELECOMMUNICATIONS EQUIPMENT,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MNHLDG,MN HOLDINGS BERHAD,0245,CONSTRUCTION,CONSTRUCTION,Ace Market,<span class='down fw-bold'>-0.02</span>,Bursa
MNRB,MNRB HOLDINGS BHD,6459,INSURANCE,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>+0.08</span>,Bursa
MOBILIA,MOBILIA HOLDINGS BERHAD,0229,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MPAY,MANAGEPAY SYSTEMS BERHAD,0156,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MPCORP,MALAYSIA PACIFIC CORP BHD,6548,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MPHBCAP,MPHB Capital Berhad,5237,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MPI,MALAYSIAN PACIFIC INDUSTRIES,3867,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.90</span>,Bursa
MPIRE,MPIRE GLOBAL BERHAD,7943,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MPSOL,MATRIX PARKING SOLUTION HOLDINGS BERHAD,03019,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
MQTECH,MQ TECHNOLOGY BHD,0070,SEMICONDUCTORS,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
MRCB,MALAYSIAN RESOURCES CORPORATION BERHAD,1651,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
MRDIY,MR D.I.Y. GROUP (M) BERHAD,5296,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
MSC,MALAYSIA SMELTING CORPORATION,5916,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.13</span>,Bursa
MSM,MSM MALAYSIA HOLDINGS BERHAD,5202,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
MSNIAGA,MESINIAGA BHD,5011,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MSTGOLF,MST GOLF GROUP BERHAD,5316,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.015</span>,Bursa
MTAG,MTAG GROUP BERHAD,0213,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
MTEC,MASTER TEC GROUP BERHAD,0295,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.03</span>,Bursa
MTOUCHE,MTOUCHE TECHNOLOGY BHD,0092,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
MTRONIC,METRONIC GLOBAL BHD,0043,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MTRONIC-OR,METRONIC GLOBAL BERHAD - ORDINARY RIGHTS,0043OR,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUDA,MUDA HOLDINGS BHD,3883,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUDAJYA,MUDAJAYA GROUP BHD,5085,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUDAJYA-OR,MUDAJAYA GROUP BERHAD - ORDINARY RIGHTS,5085OR,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUDAJYA-R1,MUDAJAYA GROUP BERHAD - ORDINARY RIGHTS,5085R1,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUH,MULTI-USAGE HOLDINGS BHD,9539,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUHIBAH,MUHIBBAH ENGINEERING (M) BHD,5703,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUHIBAH-OR,MUHIBBAH ENGINEERING (M) BHD - ORDINARY RIGHTS,5703OR,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MUIIND,MALAYAN UNITED INDUSTRIES BHD,3891,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MUIPROP,MUI PROPERTIES BHD,3913,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MULPHA,MULPHA INTERNATIONAL BHD,3905,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
MY-MOMETF,TRADEPLUS DWA MALAYSIA MOMENTUM TRACKER,0836EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
MYCRON,MYCRON STEEL BHD,5087,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
MYEG,MY E.G. SERVICES BHD,0138,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
MYNEWS,MYNEWS HOLDINGS BERHAD,5275,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.025</span>,Bursa
MYTECH,MYTECH GROUP BERHAD,7692,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
N2N,N2N CONNECT BHD,0108,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
NADIBHD,GAGASAN NADI CERGAS BERHAD,0206,CONSTRUCTION,CONSTRUCTION,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
NAIM,NAIM HOLDINGS BHD,5073,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
NATGATE,NATIONGATE HOLDINGS BERHAD,0270,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
NATWIDE,NATIONWIDE EXPRESS HOLDINGS BERHAD,9806,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
NCT,NCT ALLIANCE BERHAD,0056,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
NE,NORTHEAST GROUP BERHAD,0325,,,,<span class='up fw-bold'></span>,Bursa
NESTCON,NESTCON BERHAD,0235,CONSTRUCTION,CONSTRUCTION,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
NESTLE,NESTLE (M) BHD,4707,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
NETX,NETX HOLDINGS BHD,0020,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
